hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,67,2016,July,31,24,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,3
City Hotel,0,12,2016,July,28,6,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,E,F,0,No Deposit,,174.0,0,Transient,125.0,0,0
City Hotel,1,53,2016,February,9,24,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0
Resort Hotel,1,143,2017,August,34,26,2,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient-Party,295.67,0,1
City Hotel,0,76,2015,September,38,16,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,63,2017,July,30,24,1,0,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,22.0,,0,Transient,75.6,0,0
Resort Hotel,0,24,2015,November,45,3,3,10,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0
City Hotel,0,1,2015,October,41,9,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.33,0,0
City Hotel,1,3,2016,September,38,11,1,0,2,0.0,0,SC,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,155.0,0,0
Resort Hotel,0,22,2017,February,8,23,0,2,2,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient-Party,60.0,0,0
City Hotel,0,53,2015,August,35,24,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,25,2017,June,22,2,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,140.0,0,1
City Hotel,0,1,2017,March,12,21,0,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.0,0,2
Resort Hotel,0,0,2015,November,46,8,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,1,0
Resort Hotel,0,22,2016,December,50,8,0,3,2,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0
Resort Hotel,0,24,2017,June,23,8,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,135.0,0,0
Resort Hotel,0,11,2016,November,46,12,2,2,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,37.37,1,2
Resort Hotel,0,223,2016,August,34,16,0,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,314.0,,0,Transient,167.6,0,0
City Hotel,0,61,2016,August,36,28,2,0,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,82.45,0,0
Resort Hotel,0,25,2016,December,51,16,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,2
Resort Hotel,0,5,2016,December,50,8,0,3,1,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,56.0,0,0
City Hotel,1,38,2017,July,27,2,2,0,1,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1
Resort Hotel,1,60,2017,August,34,25,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,207.0,0,1
Resort Hotel,0,35,2016,February,9,26,1,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,0
Resort Hotel,0,11,2015,December,49,5,2,1,2,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,350.0,,0,Transient-Party,68.0,0,0
City Hotel,1,54,2017,March,10,10,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0
City Hotel,0,33,2017,August,34,22,0,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,201.75,0,1
City Hotel,0,125,2017,July,30,23,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,146.17,0,1
Resort Hotel,1,113,2017,June,26,25,2,4,2,2.0,0,HB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,248.0,0,0
City Hotel,0,24,2016,August,32,4,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.0,0,2
Resort Hotel,0,3,2016,March,13,24,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,107.67,1,0
Resort Hotel,0,282,2017,June,25,24,2,5,2,2.0,0,HB,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient-Party,154.8,0,1
Resort Hotel,1,36,2017,August,33,16,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,0
City Hotel,0,23,2017,May,20,17,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,150.0,0,Transient,95.0,0,1
Resort Hotel,0,367,2017,August,33,14,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,249.23,1,3
Resort Hotel,0,244,2016,October,43,16,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,120.0,0,1
Resort Hotel,1,80,2017,April,15,14,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.67,0,0
City Hotel,0,4,2015,November,45,6,1,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9.0,,0,Contract,104.0,1,1
Resort Hotel,0,83,2016,January,2,3,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,56.1,0,0
City Hotel,0,6,2016,March,13,21,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,1,1
Resort Hotel,1,212,2017,August,34,23,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,192.0,0,0
City Hotel,0,12,2016,December,49,3,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,28.0,,0,Transient,68.0,0,2
City Hotel,0,98,2016,March,12,16,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0
Resort Hotel,0,23,2017,June,22,2,0,2,3,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,,,0,Transient,198.4,1,0
Resort Hotel,1,19,2017,February,6,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0
Resort Hotel,0,78,2015,September,39,25,3,7,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134.0,,0,Transient,82.0,0,0
Resort Hotel,0,75,2015,October,43,19,3,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,36.9,0,1
Resort Hotel,0,112,2015,December,52,26,2,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,92.55,0,1
City Hotel,1,112,2016,December,50,6,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.75,0,1
City Hotel,0,34,2016,September,38,15,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,83.0,,0,Transient,152.8,0,0
City Hotel,0,22,2015,December,49,4,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,102.88,1,0
Resort Hotel,1,61,2017,August,35,28,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,190.0,0,0
City Hotel,0,70,2017,February,7,15,0,4,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,242.0,0,Transient-Party,68.0,0,0
City Hotel,0,70,2017,February,7,15,0,4,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0
City Hotel,1,20,2016,January,4,22,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0,0
Resort Hotel,0,28,2016,March,13,21,1,1,2,0.0,0,BB,Direct,Direct,0,0,0,D,E,1,No Deposit,250.0,,0,Transient,55.0,0,1
City Hotel,1,198,2015,December,49,5,2,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0
City Hotel,0,179,2016,July,31,25,1,3,2,1.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,83.0,,0,Transient,85.6,0,1
Resort Hotel,0,31,2016,March,10,4,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,2
City Hotel,0,100,2016,May,21,15,2,0,3,0.0,0,HB,Online TA,TA/TO,0,0,0,D,F,4,No Deposit,9.0,,0,Transient,210.6,0,2
City Hotel,0,20,2016,August,35,21,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.0,0,2
City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,90,2016,April,16,15,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.3,1,1
Resort Hotel,1,26,2016,July,31,28,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.0,0,1
City Hotel,0,158,2016,July,28,7,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,146.7,0,2
Resort Hotel,0,11,2015,December,50,9,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,1
City Hotel,0,12,2016,August,32,1,1,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient,119.0,0,2
City Hotel,0,156,2016,July,28,3,3,5,2,0.0,0,HB,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,110.44,0,1
City Hotel,0,55,2015,August,35,26,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,71,2016,December,50,7,0,4,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.0,0,0
Resort Hotel,0,14,2016,December,50,5,1,2,2,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0
City Hotel,0,26,2016,August,34,15,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,85.0,0,0
City Hotel,0,108,2017,June,22,2,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,0,1
Resort Hotel,0,11,2015,August,34,19,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,196.75,0,1
City Hotel,0,6,2017,April,17,26,0,1,1,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,185.0,0,0
City Hotel,0,33,2017,July,28,11,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1
City Hotel,0,16,2015,September,36,5,1,1,2,2.0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,185.0,0,2
Resort Hotel,0,32,2015,December,53,27,1,0,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,32.0,1,0
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0
City Hotel,0,13,2017,April,16,16,2,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.0,0,1
Resort Hotel,0,55,2016,January,2,4,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,26.0,0,0
Resort Hotel,0,0,2017,January,2,9,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171.0,,0,Transient,70.0,0,0
City Hotel,0,1,2016,February,6,6,1,1,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,0
Resort Hotel,0,112,2017,June,25,24,2,1,2,1.0,0,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,,0,Transient,192.0,1,2
Resort Hotel,1,108,2016,July,29,16,2,6,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient,239.0,0,0
City Hotel,1,108,2016,December,53,26,1,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,158.4,0,1
City Hotel,0,29,2016,April,14,1,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,128.6,0,1
City Hotel,0,42,2016,August,36,30,2,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,1,2
Resort Hotel,1,75,2016,October,45,31,1,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,82.8,0,3
Resort Hotel,0,19,2017,July,30,23,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,239.0,1,1
City Hotel,0,42,2017,June,24,12,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,140.0,0,1
Resort Hotel,0,19,2016,August,35,23,1,5,2,0.0,0,HB,Direct,TA/TO,1,0,1,C,C,3,No Deposit,,,0,Transient,245.2,1,1
Resort Hotel,0,12,2017,June,25,24,0,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,172.0,0,1
City Hotel,0,108,2017,June,22,2,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,0,1
Resort Hotel,0,0,2016,May,20,14,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,85.0,0,0
City Hotel,1,18,2016,December,53,30,0,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,158.0,0,2
City Hotel,0,43,2017,January,4,24,0,1,1,0.0,0,BB,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,96.0,0,0
City Hotel,0,8,2016,April,16,14,0,3,2,0.0,0,SC,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,115.0,0,1
Resort Hotel,1,179,2017,July,27,7,2,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.0,0,1
City Hotel,1,187,2017,July,27,5,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0
City Hotel,0,0,2015,October,44,30,0,2,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,Refundable,63.0,,0,Transient-Party,85.0,0,0
City Hotel,0,83,2015,September,39,23,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,126,2017,March,12,24,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
Resort Hotel,0,9,2015,July,29,13,1,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,1,2
Resort Hotel,0,11,2015,December,49,5,2,1,1,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,1,No Deposit,350.0,,0,Transient-Party,54.0,0,0
Resort Hotel,0,2,2017,June,22,1,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,115.0,0,0
Resort Hotel,0,0,2016,October,41,4,0,1,3,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,120.0,0,1
Resort Hotel,1,0,2016,May,19,1,1,0,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,1
Resort Hotel,1,2,2017,August,33,17,0,1,1,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,215.0,0,2
City Hotel,1,36,2016,March,13,24,0,1,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.2,0,0
City Hotel,0,160,2017,August,32,7,1,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,173.7,0,1
City Hotel,1,58,2017,May,20,19,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0
Resort Hotel,0,0,2016,February,7,12,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,47.36,0,1
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0
City Hotel,0,42,2017,February,7,13,1,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,1
City Hotel,1,5,2016,September,38,12,1,1,1,0.0,0,BB,Aviation,Corporate,1,2,1,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0
City Hotel,1,82,2017,April,15,10,1,2,3,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,0
Resort Hotel,0,143,2015,July,31,30,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,96.3,1,2
Resort Hotel,0,3,2016,January,4,23,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1
City Hotel,0,34,2017,January,3,18,0,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,D,1,No Deposit,19.0,,0,Transient-Party,75.0,0,0
Resort Hotel,0,39,2016,October,44,28,2,3,2,0.0,0,HB,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,118.84,1,1
Resort Hotel,0,0,2015,November,47,16,1,4,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,36.4,0,1
Resort Hotel,0,222,2015,September,38,14,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient,80.0,0,0
Resort Hotel,0,28,2016,October,44,26,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,46.0,0,0
City Hotel,0,130,2016,August,33,11,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,114.3,0,1
Resort Hotel,0,72,2017,July,29,18,0,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,271.0,0,0
Resort Hotel,0,66,2015,December,49,5,1,1,2,0.0,0,FB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0
City Hotel,1,45,2016,March,12,19,2,2,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.1,0,1
City Hotel,1,53,2016,May,19,6,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0
City Hotel,0,87,2016,October,44,23,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,42.0,,0,Transient,112.25,0,1
Resort Hotel,0,45,2015,December,49,5,2,1,2,0.0,0,Undefined,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0
City Hotel,0,3,2016,March,13,21,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0
Resort Hotel,0,9,2017,May,20,19,0,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,95.5,0,1
Resort Hotel,0,0,2017,July,30,29,2,2,2,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,225.0,0,1
Resort Hotel,0,27,2016,April,15,5,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,81.0,0,1
Resort Hotel,1,338,2017,August,34,24,1,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,181.11,0,1
City Hotel,0,181,2017,August,35,27,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0
City Hotel,0,84,2016,July,29,15,0,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,121.5,0,2
Resort Hotel,0,136,2016,October,44,24,1,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0
City Hotel,0,41,2016,November,46,7,1,2,1,0.0,0,BB,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,169.2,0,0
City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,33,Transient-Party,224.67,0,0
Resort Hotel,1,123,2016,August,34,14,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,216.0,0,2
City Hotel,0,81,2016,September,36,3,2,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2
Resort Hotel,1,141,2017,April,15,12,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0,0
City Hotel,1,10,2016,September,40,30,0,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,2
City Hotel,0,79,2015,October,41,10,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
Resort Hotel,0,181,2016,July,28,4,1,3,2,0.0,0,Undefined,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,182.25,1,0
City Hotel,0,8,2015,September,36,3,0,3,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Contract,140.0,1,3
Resort Hotel,0,0,2016,March,11,7,1,1,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,1
Resort Hotel,0,133,2016,March,12,18,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,32.0,1,0
City Hotel,0,114,2017,February,7,15,0,4,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0
