hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0
Resort Hotel,0,36,2015,July,27,2,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,108.8,0,1
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0
Resort Hotel,0,33,2016,March,13,25,0,2,3,0.0,0,FB,Direct,Direct,0,0,0,C,C,3,No Deposit,,,0,Transient,127.0,0,1
City Hotel,1,351,2015,October,40,3,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
Resort Hotel,1,103,2015,October,40,1,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,50.4,0,0
City Hotel,1,87,2016,July,30,19,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0
Resort Hotel,1,133,2017,August,33,14,2,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,254.0,0,2
City Hotel,0,1,2016,June,24,11,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,152.0,0,0
City Hotel,1,10,2016,January,3,15,0,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.9,0,0
City Hotel,1,414,2017,July,28,13,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0
Resort Hotel,0,2,2017,June,25,22,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,1
City Hotel,1,143,2017,May,18,4,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,120.0,0,0
City Hotel,1,58,2017,February,8,23,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,132.0,,0,Transient,78.0,0,0
Resort Hotel,0,76,2017,August,34,23,2,5,1,0.0,0,HB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,231.69,0,1
Resort Hotel,1,108,2016,May,22,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.86,0,1
City Hotel,0,106,2016,July,29,11,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.95,0,2
Resort Hotel,1,135,2017,June,25,18,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,1
City Hotel,0,5,2017,July,28,11,0,2,1,0.0,0,BB,Corporate,Corporate,1,6,69,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,2
Resort Hotel,1,0,2017,January,3,17,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,8.0,0,0
City Hotel,1,5,2017,May,19,9,0,1,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0
Resort Hotel,1,29,2015,July,30,25,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,120.6,0,1
City Hotel,1,150,2017,June,24,17,2,3,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0
City Hotel,1,5,2016,March,12,19,2,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0
Resort Hotel,0,160,2015,September,37,7,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,106.5,1,1
City Hotel,0,11,2017,January,1,1,2,0,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,65.0,0,0
City Hotel,1,457,2016,October,43,21,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,391,Transient,65.0,0,0
Resort Hotel,0,0,2016,November,46,10,0,2,2,0.0,0,BB,Direct,Direct,1,0,1,D,D,1,No Deposit,,,0,Transient,78.0,0,0
City Hotel,1,55,2017,May,22,31,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
City Hotel,0,50,2017,February,5,3,0,2,2,0.0,0,SC,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,88.0,0,0
Resort Hotel,1,88,2017,April,16,18,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient,72.0,0,1
Resort Hotel,0,15,2017,March,10,10,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2
Resort Hotel,1,65,2016,March,11,12,2,3,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Contract,34.2,0,0
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0
Resort Hotel,0,86,2017,June,26,30,0,1,2,0.0,0,BB,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,,525.0,0,Transient-Party,134.0,1,0
City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0
Resort Hotel,1,7,2016,October,41,5,1,4,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,50.0,0,0
City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,32.0,,49,Transient-Party,85.0,0,0
City Hotel,1,13,2016,October,41,7,2,3,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,235.94,0,0
Resort Hotel,1,56,2015,September,37,10,0,3,2,2.0,0,BB,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,208.0,0,2
City Hotel,1,99,2017,May,20,19,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121.0,,0,Transient,89.1,0,0
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0
City Hotel,1,355,2015,October,41,7,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,183,2017,June,23,8,0,2,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,120.0,0,0
City Hotel,0,1,2016,August,33,7,1,0,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0
Resort Hotel,1,80,2016,May,19,7,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,0
Resort Hotel,1,32,2017,February,6,11,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
City Hotel,1,245,2016,July,28,6,2,4,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0
City Hotel,0,100,2015,December,50,12,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2
Resort Hotel,0,155,2017,August,32,11,2,2,3,0.0,0,HB,Direct,Direct,0,0,0,E,F,1,No Deposit,250.0,,0,Transient,284.7,0,2
Resort Hotel,1,62,2015,July,31,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.5,0,0
City Hotel,1,111,2017,February,5,1,4,10,2,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,98.1,0,2
City Hotel,1,254,2016,September,39,24,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0
Resort Hotel,1,46,2016,March,11,11,0,1,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,375.0,,0,Transient-Party,25.0,0,0
City Hotel,0,20,2016,January,3,10,1,0,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,76.0,0,0
Resort Hotel,1,225,2017,April,17,26,2,5,2,0.0,1,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,41.58,0,2
Resort Hotel,0,43,2017,August,35,30,0,4,2,0.0,1,HB,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,15.0,,0,Transient,169.6,0,0
City Hotel,0,23,2017,August,34,23,0,2,3,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,189.5,0,1
Resort Hotel,0,163,2015,November,45,7,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,36.0,0,1
Resort Hotel,0,8,2016,May,20,10,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,39.5,0,1
City Hotel,0,15,2016,November,47,17,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,98.75,0,0
City Hotel,1,240,2016,October,43,21,1,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0
Resort Hotel,1,168,2016,April,16,12,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,245.0,,0,Transient,86.0,0,0
City Hotel,0,1,2016,December,50,6,0,1,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.0,0,2
City Hotel,1,235,2015,September,38,18,2,3,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.25,0,2
Resort Hotel,1,7,2016,October,44,24,1,1,2,0.0,0,BB,Groups,Corporate,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,8.0,0,0
Resort Hotel,0,288,2015,September,36,2,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,110.7,0,0
Resort Hotel,0,16,2016,March,14,30,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,1
City Hotel,1,25,2015,November,48,27,2,5,2,0.0,0,BB,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9.0,,0,Contract,87.0,0,0
Resort Hotel,0,15,2016,February,9,27,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,1
City Hotel,0,169,2016,August,33,12,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1
City Hotel,1,88,2016,June,24,8,1,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.75,0,0
City Hotel,0,309,2016,May,20,13,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,215,Transient-Party,65.0,0,0
City Hotel,1,314,2015,August,35,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0
City Hotel,0,18,2017,July,27,6,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,160.0,0,2
City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0
Resort Hotel,1,52,2016,August,35,25,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,157.08,0,0
City Hotel,1,153,2016,October,44,27,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,80.1,0,2
City Hotel,1,121,2016,November,47,16,2,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,68.0,0,0
Resort Hotel,0,26,2017,May,19,8,1,3,1,0.0,0,BB,Corporate,Corporate,1,0,3,D,D,0,No Deposit,254.0,,0,Transient,65.0,0,0
Resort Hotel,0,15,2016,December,52,20,0,2,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,154.0,0,Transient,27.0,0,0
City Hotel,1,107,2016,June,24,10,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,187.0,,0,Transient-Party,144.0,0,1
City Hotel,1,30,2017,June,23,10,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,144.0,0,1
Resort Hotel,0,65,2015,December,53,30,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,102.6,0,2
Resort Hotel,0,66,2015,September,38,19,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,G,G,4,No Deposit,240.0,,0,Transient,155.33,1,1
City Hotel,1,36,2017,August,33,16,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,100.0,0,0
City Hotel,1,71,2016,June,25,17,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,80.75,0,1
Resort Hotel,0,10,2017,May,18,6,1,1,2,2.0,0,BB,Online TA,Direct,0,0,1,G,G,0,No Deposit,240.0,,0,Transient,176.0,1,3
City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
City Hotel,1,243,2016,June,24,11,1,1,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,1
City Hotel,1,269,2015,July,29,13,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0
City Hotel,1,90,2017,August,33,15,2,5,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,16.0,,0,Transient,116.1,0,0
Resort Hotel,1,159,2016,May,19,5,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0,2
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,85,Transient,65.0,0,0
City Hotel,1,243,2017,July,30,26,0,4,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
City Hotel,0,11,2015,August,34,21,1,2,2,2.0,0,SC,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,153.0,0,1
City Hotel,1,203,2016,June,23,2,0,3,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0
City Hotel,1,451,2017,July,28,12,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0
Resort Hotel,0,155,2015,October,44,31,0,1,2,0.0,0,BB,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,1
Resort Hotel,0,0,2015,October,40,3,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,90.0,1,0
City Hotel,1,95,2016,November,45,5,0,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,75.0,0,0
Resort Hotel,0,22,2016,November,46,11,0,1,3,0.0,0,BB,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,,0,Transient,65.0,0,0
City Hotel,0,7,2016,December,51,17,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,1
City Hotel,0,75,2016,March,13,22,0,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,108.45,0,0
City Hotel,1,120,2017,July,30,29,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,155.0,0,1
City Hotel,1,280,2016,September,39,19,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,110.0,0,0
City Hotel,1,180,2015,October,42,16,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0
City Hotel,0,28,2017,February,8,22,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,219.0,0,Transient,89.0,1,2
City Hotel,1,266,2017,May,18,3,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
City Hotel,0,36,2016,July,31,25,1,0,1,2.0,0,BB,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,161.1,0,2
Resort Hotel,1,173,2017,January,1,2,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,242.0,,0,Transient,78.3,0,1
City Hotel,0,0,2015,August,35,25,0,2,2,1.0,0,BB,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,121.0,0,2
Resort Hotel,1,292,2016,November,45,3,0,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,38.0,0,0
City Hotel,1,419,2016,September,36,1,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
City Hotel,1,301,2016,November,47,18,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0
City Hotel,1,0,2016,February,9,25,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,91.0,0,0
City Hotel,1,88,2017,May,19,8,1,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,120.0,0,0
City Hotel,1,0,2017,June,26,29,0,1,2,0.0,0,BB,Complementary,Direct,1,0,1,A,D,0,No Deposit,45.0,,0,Transient,0.0,0,0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0
City Hotel,0,1,2016,March,13,20,2,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,103.5,0,2
City Hotel,1,43,2017,March,10,10,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.0,0,1
City Hotel,1,155,2017,April,15,13,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,130.0,0,0
City Hotel,1,368,2017,June,26,28,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
Resort Hotel,1,11,2016,January,4,23,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0
City Hotel,0,32,2016,May,19,7,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0
City Hotel,0,158,2016,February,9,27,2,2,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,93.0,0,1
City Hotel,1,308,2016,November,48,25,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0
City Hotel,1,78,2016,March,13,25,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,100.0,0,0
City Hotel,1,279,2016,August,35,25,2,5,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.75,0,1
Resort Hotel,0,207,2017,February,7,13,1,3,2,0.0,0,HB,Groups,TA/TO,0,0,0,E,E,0,No Deposit,152.0,,113,Transient-Party,78.0,0,1
Resort Hotel,1,2,2016,February,6,3,0,1,1,0.0,0,BB,Direct,Direct,1,1,1,A,D,0,No Deposit,,,0,Transient,39.0,0,0
City Hotel,1,40,2017,March,13,27,1,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,73.44,0,0
Resort Hotel,1,202,2016,March,13,20,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.11,0,1
City Hotel,1,339,2015,September,39,21,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
City Hotel,1,92,2015,December,49,1,4,15,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,63.75,0,1
City Hotel,0,41,2016,September,38,14,0,3,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,86.0,,0,Transient-Party,108.0,0,0
City Hotel,1,0,2015,December,53,29,0,2,2,0.0,0,BB,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,152.0,,0,Transient,72.67,0,0
City Hotel,1,115,2016,April,15,8,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,34,Transient-Party,65.0,0,0
City Hotel,0,0,2017,February,8,24,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,88.0,0,0
Resort Hotel,0,6,2017,June,26,25,1,0,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,,0,Transient,104.0,1,0
