hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,110,2016,September,38,14,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,86.9,0,1
City Hotel,0,146,2016,August,34,20,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.23,0,3
City Hotel,0,18,2015,September,40,27,2,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0
Resort Hotel,1,38,2016,December,51,16,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,240.0,,0,Transient,66.0,0,1
City Hotel,0,67,2016,May,21,16,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.65,0,0
Resort Hotel,0,214,2017,March,12,24,2,5,2,0.0,0,HB,Groups,TA/TO,0,0,0,D,D,1,No Deposit,273.0,,0,Transient-Party,62.91,0,0
Resort Hotel,1,259,2015,September,38,17,0,3,1,0.0,0,BB,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0
City Hotel,0,7,2017,January,4,22,2,0,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1
Resort Hotel,0,125,2017,July,28,10,1,0,3,1.0,0,BB,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,274.0,0,2
City Hotel,0,218,2017,August,34,26,2,5,1,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,105.34,0,4
City Hotel,0,90,2017,May,19,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,129.6,0,0
City Hotel,0,141,2016,September,39,23,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.8,0,1
Resort Hotel,0,81,2016,March,11,9,0,3,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,115.0,,0,Transient-Party,49.0,0,0
Resort Hotel,0,136,2016,May,23,30,3,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,64.78,0,1
City Hotel,0,85,2016,March,14,28,1,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,7,No Deposit,9.0,,0,Transient,76.5,0,1
City Hotel,0,182,2016,September,40,30,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,2
City Hotel,0,17,2017,May,18,5,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,3
Resort Hotel,0,81,2017,February,5,2,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,42.0,0,1
Resort Hotel,0,236,2016,May,20,12,0,3,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,48.0,0,0
City Hotel,0,152,2016,August,36,28,2,1,3,1.0,0,BB,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,218.7,0,0
Resort Hotel,0,348,2016,September,37,10,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2.0,,0,Contract,64.9,0,0
Resort Hotel,0,123,2016,June,23,4,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,57.6,0,0
Resort Hotel,0,18,2016,August,32,3,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,175.2,0,0
City Hotel,1,359,2017,July,27,6,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0
Resort Hotel,0,26,2015,August,35,29,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,85.88,0,0
City Hotel,1,101,2017,March,10,9,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2
City Hotel,0,154,2016,April,17,19,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
Resort Hotel,0,7,2017,March,9,2,1,3,2,0.0,0,BB,Groups,Corporate,0,0,0,D,D,0,No Deposit,,223.0,0,Transient-Party,47.0,0,0
City Hotel,0,114,2017,August,33,17,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,1
City Hotel,1,74,2017,March,11,17,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
City Hotel,0,35,2016,October,41,7,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,1
Resort Hotel,0,74,2015,October,43,18,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,50.05,0,0
Resort Hotel,0,58,2016,November,48,25,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,30.24,0,0
Resort Hotel,0,270,2017,June,26,30,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,112.8,0,0
City Hotel,1,23,2016,October,43,20,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1
Resort Hotel,0,10,2017,February,7,17,1,2,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,47.0,1,0
Resort Hotel,0,287,2015,October,42,15,1,3,1,0.0,0,BB,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,37.0,0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0.0,0,BB,Groups,Corporate,0,0,0,A,H,0,No Deposit,,223.0,0,Transient-Party,66.0,0,0
Resort Hotel,0,145,2016,October,44,23,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,314.0,,0,Transient,72.4,0,0
Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,0
Resort Hotel,0,16,2016,October,42,9,2,0,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,61.0,1,0
Resort Hotel,1,148,2017,July,30,26,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,267.86,0,0
Resort Hotel,0,162,2016,October,41,4,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242.0,,0,Transient,67.57,0,1
Resort Hotel,0,77,2015,September,40,28,3,7,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,72.1,0,0
City Hotel,0,200,2017,May,21,26,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,91.51,0,1
City Hotel,1,73,2016,April,15,7,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.1,0,0
City Hotel,1,103,2017,June,26,28,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0
City Hotel,0,245,2016,September,38,15,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,81.77,0,1
City Hotel,1,121,2017,August,34,23,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,0
City Hotel,1,69,2017,May,18,3,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0
City Hotel,1,277,2016,October,43,20,2,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15,0,0
City Hotel,0,65,2017,March,9,2,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,72.0,0,1
Resort Hotel,0,128,2016,December,53,26,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Transient-Party,37.44,0,0
City Hotel,0,35,2016,April,18,30,2,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1
Resort Hotel,0,0,2016,September,39,19,1,0,2,0.0,0,BB,Online TA,Corporate,1,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.0,0,0
Resort Hotel,0,94,2017,February,7,13,1,3,2,0.0,0,HB,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,0.0,0,0
City Hotel,0,30,2016,August,32,6,2,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,103.5,0,2
City Hotel,0,518,2017,August,34,26,2,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1
City Hotel,0,83,2017,July,31,31,1,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,232.5,0,0
City Hotel,1,54,2017,August,32,11,2,2,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,1
City Hotel,0,203,2017,March,9,2,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.93,0,2
Resort Hotel,0,18,2017,February,8,19,1,0,2,0.0,0,BB,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,498.0,0,Transient-Party,48.0,0,0
Resort Hotel,0,283,2015,October,42,12,2,5,1,0.0,0,BB,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,41.98,0,0
City Hotel,0,50,2017,June,24,11,2,2,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,126.0,0,0
Resort Hotel,0,63,2016,November,47,14,1,2,3,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,177.0,,0,Transient,77.18,0,0
Resort Hotel,0,52,2017,January,2,12,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient-Party,53.06,0,0
Resort Hotel,0,19,2017,June,26,30,0,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,214.0,1,1
City Hotel,1,254,2017,May,19,12,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,0,0
City Hotel,0,181,2017,July,30,25,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.1,0,0
City Hotel,1,195,2017,April,16,19,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1
City Hotel,0,116,2017,July,27,6,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0
City Hotel,0,181,2016,May,20,11,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,117.73,0,1
Resort Hotel,0,277,2015,October,41,6,2,5,2,0.0,0,HB,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,,0,Transient-Party,68.74,0,0
City Hotel,1,142,2016,July,27,1,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,0
Resort Hotel,0,166,2016,August,35,27,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,100.8,0,0
Resort Hotel,0,286,2015,October,42,14,0,1,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0
City Hotel,0,99,2017,June,26,26,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0
City Hotel,0,125,2017,June,26,29,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,96.53,0,0
City Hotel,0,175,2017,April,15,11,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,2
Resort Hotel,0,336,2016,September,38,15,2,3,2,0.0,0,BB,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,73.2,0,0
City Hotel,1,101,2017,April,15,15,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.5,0,0
City Hotel,1,11,2016,November,45,5,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1
Resort Hotel,0,67,2016,November,47,18,1,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,411.0,,0,Transient-Party,50.0,0,0
City Hotel,0,34,2015,October,44,26,1,4,1,1.0,0,HB,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,83.0,,0,Transient,102.74,0,0
Resort Hotel,0,171,2016,July,27,2,2,5,1,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,,0,Transient,96.94,0,3
City Hotel,0,8,2016,November,48,23,0,1,1,0.0,0,BB,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,94.0,0,1
City Hotel,0,9,2017,January,3,16,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,,0,Transient,172.29,0,0
Resort Hotel,0,261,2017,June,25,21,2,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,72.2,0,0
Resort Hotel,0,244,2016,December,52,22,4,12,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,64.21,0,2
Resort Hotel,0,71,2017,May,22,30,0,3,2,2.0,1,BB,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,176.67,0,0
Resort Hotel,0,222,2015,September,39,20,4,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Contract,48.88,0,1
City Hotel,1,115,2016,May,20,9,1,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0
Resort Hotel,0,48,2017,May,21,24,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,I,0,No Deposit,250.0,,0,Transient,84.0,1,0
Resort Hotel,0,96,2015,November,45,7,4,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.88,0,1
City Hotel,0,148,2016,November,45,2,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,65.83,0,1
City Hotel,1,94,2016,August,35,23,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0
City Hotel,1,175,2016,September,38,17,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1
Resort Hotel,0,167,2015,September,38,17,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,45.9,0,0
City Hotel,0,141,2016,September,39,23,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,3,No Deposit,9.0,,0,Transient,123.8,0,1
City Hotel,1,52,2016,February,8,19,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,1
City Hotel,1,47,2016,March,12,18,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.5,0,1
Resort Hotel,0,81,2016,March,11,9,0,3,3,0.0,0,HB,Groups,TA/TO,0,0,0,A,C,0,No Deposit,115.0,,0,Transient-Party,86.55,0,0
Resort Hotel,0,297,2016,June,24,11,2,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,59.9,0,1
Resort Hotel,1,259,2015,September,38,17,0,3,1,0.0,0,BB,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0
City Hotel,1,69,2016,October,45,31,1,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.38,0,2
City Hotel,0,40,2016,February,7,11,1,3,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,68.5,0,0
Resort Hotel,0,39,2017,March,9,3,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,467.0,,0,Transient-Party,57.6,0,0
Resort Hotel,0,168,2016,June,24,11,2,5,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,47.9,0,1
City Hotel,0,26,2017,June,23,8,0,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,114.0,0,1
City Hotel,0,34,2017,June,23,8,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,,0,Transient,120.0,0,0
Resort Hotel,0,86,2015,September,39,20,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,74.93,0,0
Resort Hotel,0,287,2015,October,42,15,1,3,2,0.0,0,BB,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0
Resort Hotel,0,93,2015,October,43,23,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,34.65,0,1
Resort Hotel,1,56,2017,February,7,16,0,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,1
City Hotel,0,55,2017,July,30,23,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,134.0,0,2
Resort Hotel,0,69,2016,December,52,24,2,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,50.6,0,3
Resort Hotel,0,9,2016,September,39,18,1,0,2,0.0,0,BB,Groups,Corporate,0,0,0,E,C,0,No Deposit,223.0,,0,Transient-Party,90.0,0,0
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,37.43,0,0
City Hotel,0,67,2017,March,11,17,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1
City Hotel,1,124,2017,April,14,8,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1
City Hotel,1,31,2016,March,10,3,6,16,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,98.93,0,1
Resort Hotel,0,44,2016,November,47,15,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2
Resort Hotel,1,313,2017,May,21,27,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,73.41,0,0
Resort Hotel,0,0,2016,March,10,1,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,0
Resort Hotel,0,236,2016,May,20,12,0,3,2,0.0,0,BB,Groups,Direct,0,0,0,A,C,0,No Deposit,315.0,,0,Transient-Party,48.0,0,1
City Hotel,0,18,2016,October,43,22,1,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,300.0,0,4
City Hotel,0,45,2016,September,37,5,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,99.18,0,0
Resort Hotel,0,104,2016,August,35,26,2,2,3,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,241.0,,0,Transient,175.23,0,1
City Hotel,0,211,2017,March,11,13,1,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,85.5,0,1
Resort Hotel,1,259,2015,September,38,17,0,3,1,0.0,0,BB,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0
Resort Hotel,1,96,2016,October,45,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.8,0,0
Resort Hotel,0,270,2017,August,34,25,4,10,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,112.8,0,0
City Hotel,0,1,2017,May,18,4,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,260.0,0,0
City Hotel,0,149,2017,August,31,3,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,132.0,,0,Transient,80.1,0,1
Resort Hotel,0,73,2017,February,7,17,1,2,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,40.0,0,0
City Hotel,0,63,2016,September,36,3,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,109.8,0,1
Resort Hotel,0,335,2016,September,38,14,1,4,1,0.0,0,BB,Groups,Direct,0,0,0,A,A,5,No Deposit,,223.0,0,Transient-Party,66.0,1,0
Resort Hotel,0,336,2016,September,38,15,1,3,1,0.0,0,BB,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0
Resort Hotel,1,259,2015,September,38,17,0,3,2,0.0,0,BB,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,40.05,0,0
Resort Hotel,0,14,2017,March,9,4,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,175.0,,0,Transient,64.0,0,0
Resort Hotel,0,364,2016,October,42,12,1,4,3,0.0,0,BB,Groups,Direct,0,0,0,A,C,2,No Deposit,223.0,223.0,0,Transient-Party,101.0,0,0
