hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,1,64,2016,July,29,14,0,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0
Resort Hotel,0,160,2016,April,18,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.2,1,1
City Hotel,1,215,2017,August,33,19,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.05,0,0
City Hotel,0,127,2016,September,39,18,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,143.1,0,1
City Hotel,0,43,2016,September,37,9,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2
City Hotel,0,85,2016,May,20,13,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,1,3
City Hotel,0,239,2017,July,28,10,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.6,0,3
City Hotel,0,24,2017,February,5,2,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.0,0,0
City Hotel,0,43,2016,October,43,17,1,2,3,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,179.63,0,1
City Hotel,1,77,2016,May,21,17,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0
City Hotel,0,2,2016,September,38,15,0,1,2,0.0,0,SC,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,159.0,0,0
City Hotel,0,148,2016,May,19,5,0,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0
City Hotel,0,301,2016,July,31,30,1,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,224,2017,July,29,19,3,9,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.0,0,1
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0
City Hotel,0,16,2016,March,10,4,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,69.35,0,1
City Hotel,1,17,2017,May,18,4,1,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.5,0,0
City Hotel,1,35,2016,May,20,8,2,4,2,0.0,0,BB,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,140.33,0,0
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,386,2016,October,44,23,2,0,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,346,2016,September,38,13,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0
City Hotel,0,64,2016,April,17,17,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,99.3,0,1
City Hotel,0,108,2016,October,42,14,1,2,1,2.0,0,BB,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,190.8,0,1
City Hotel,0,7,2016,May,19,5,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,144.0,0,1
Resort Hotel,0,197,2016,April,18,30,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0
City Hotel,0,94,2016,September,36,3,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,102.68,0,0
City Hotel,0,303,2016,August,34,19,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,1
City Hotel,0,214,2016,September,39,23,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,173.0,,0,Transient,80.75,0,1
City Hotel,0,0,2016,July,31,29,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,2
City Hotel,1,225,2017,May,21,24,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0
City Hotel,0,34,2016,October,41,6,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,153.0,0,0
City Hotel,1,332,2017,July,26,1,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.4,0,2
City Hotel,0,208,2017,May,21,24,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0
City Hotel,0,99,2017,May,20,20,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0
City Hotel,0,248,2017,April,15,9,2,0,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,80.0,0,1
City Hotel,0,200,2017,June,26,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1
City Hotel,0,77,2017,January,1,1,2,1,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.8,0,0
City Hotel,1,76,2017,February,9,27,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.45,0,2
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
Resort Hotel,0,171,2016,April,15,4,1,1,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,54.5,0,0
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,178,2017,April,15,10,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,2
City Hotel,0,1,2016,April,15,8,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.0,0,1
City Hotel,0,18,2016,February,7,7,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,82.8,0,1
City Hotel,0,34,2017,April,16,16,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,115.2,0,0
City Hotel,0,15,2016,March,12,16,0,2,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,97.0,0,0
City Hotel,0,172,2017,June,25,24,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.1,0,1
City Hotel,0,168,2016,July,30,18,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,112.8,0,1
City Hotel,0,249,2016,September,39,21,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,2
City Hotel,0,220,2016,September,40,28,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,126.9,0,1
City Hotel,0,95,2017,August,31,1,2,5,2,0.0,0,SC,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,79.0,0,0
City Hotel,0,208,2017,May,21,24,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0
City Hotel,0,53,2016,November,48,25,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.0,0,0
City Hotel,1,74,2017,March,12,23,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,117.3,0,0
City Hotel,1,84,2016,July,29,13,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0
City Hotel,0,62,2016,January,4,17,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Contract,57.0,0,1
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
City Hotel,0,348,2017,February,8,24,2,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,90.1,0,2
City Hotel,0,301,2016,July,31,30,1,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,1,167,2017,June,24,11,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0
City Hotel,0,34,2016,October,43,18,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0
City Hotel,0,12,2016,February,9,23,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,0
City Hotel,0,31,2016,February,6,3,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,89.3,0,0
City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,414,2017,July,28,13,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
City Hotel,1,65,2016,September,37,9,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1
City Hotel,0,198,2016,July,31,30,2,2,2,2.0,0,BB,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,16.0,,0,Transient,136.5,0,1
City Hotel,0,45,2016,August,36,30,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,2
City Hotel,0,457,2017,August,34,25,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1
City Hotel,0,192,2015,August,32,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2
City Hotel,0,35,2017,June,23,5,1,3,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,130.0,0,0
