hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,324,2017,April,17,29,2,1,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,2
City Hotel,0,10,2017,January,2,10,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,0
City Hotel,1,23,2016,March,11,10,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,0
City Hotel,0,75,2016,July,30,23,2,5,2,1.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,107.5,0,0
Resort Hotel,0,28,2017,February,8,21,2,5,1,2.0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,95.0,0,1
City Hotel,1,61,2016,May,22,28,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0
Resort Hotel,0,292,2015,October,43,21,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,208.0,,0,Transient-Party,70.0,0,0
City Hotel,0,138,2016,July,31,27,2,5,3,1.0,0,HB,Direct,Direct,0,0,0,F,F,1,No Deposit,14.0,,0,Transient,227.78,0,1
City Hotel,0,8,2017,May,18,1,1,4,2,0.0,0,SC,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,110.4,0,0
City Hotel,0,58,2015,October,41,9,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1
City Hotel,0,26,2016,February,7,7,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,64.64,0,0
City Hotel,0,47,2017,March,10,5,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient,120.5,0,2
Resort Hotel,1,55,2017,February,6,7,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,88.0,0,1
City Hotel,1,156,2016,August,33,13,2,5,2,1.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,171.96,0,2
Resort Hotel,0,185,2015,August,35,29,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient,82.35,0,0
City Hotel,0,23,2017,January,4,28,2,5,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,49.74,0,1
City Hotel,1,10,2016,July,31,24,1,0,2,0.0,1,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,160.0,0,1
City Hotel,0,63,2017,April,14,4,0,4,2,3.0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,223.32,0,1
City Hotel,1,131,2017,August,32,7,1,4,3,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,252.0,0,2
City Hotel,0,51,2016,November,47,16,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
City Hotel,0,10,2016,September,38,11,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,95.0,0,0
City Hotel,0,12,2015,October,41,4,1,0,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,72.0,0,0
City Hotel,0,17,2015,October,42,16,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,20.0,,17,Transient-Party,48.0,0,0
City Hotel,0,41,2017,March,11,13,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,125.8,0,2
City Hotel,0,2,2016,November,47,14,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.35,0,1
City Hotel,1,130,2017,May,21,26,1,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.0,0,1
City Hotel,0,9,2016,December,51,16,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,68.0,0,0
City Hotel,0,157,2017,May,18,1,1,3,2,0.0,0,HB,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,134.25,0,2
City Hotel,1,181,2017,August,32,12,2,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,0
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0,0
City Hotel,0,46,2017,March,10,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,77.93,0,0
City Hotel,0,19,2017,June,26,26,1,1,2,0.0,0,BB,Corporate,Corporate,1,0,2,D,D,2,No Deposit,,227.0,0,Transient,150.0,0,0
City Hotel,1,60,2016,June,23,1,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0
City Hotel,0,77,2016,March,14,27,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,94.49,0,1
City Hotel,0,103,2017,August,33,17,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.1,0,1
City Hotel,0,58,2016,November,48,23,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
City Hotel,0,204,2015,October,41,9,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0
City Hotel,0,0,2016,June,24,8,0,2,1,0.0,0,BB,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0
Resort Hotel,0,27,2016,April,15,6,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,84.0,1,1
Resort Hotel,0,40,2016,May,21,17,0,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,39.0,0,0
City Hotel,1,16,2016,February,8,17,0,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0
City Hotel,1,202,2017,July,28,12,2,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,2
City Hotel,0,83,2016,December,52,18,2,0,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
City Hotel,0,83,2016,December,52,18,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
City Hotel,0,3,2015,September,39,21,1,0,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,77.0,0,0
City Hotel,0,104,2017,March,12,19,2,5,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Transient-Party,65.0,0,0
City Hotel,0,63,2016,July,31,25,1,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,1
City Hotel,1,99,2016,October,43,21,2,3,2,2.0,0,HB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,236.52,0,0
City Hotel,0,10,2016,June,24,9,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,1
Resort Hotel,0,217,2017,August,31,5,2,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,255.0,1,3
Resort Hotel,0,0,2016,December,49,1,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,D,E,1,No Deposit,,,0,Transient,51.0,1,0
City Hotel,0,159,2017,August,33,14,1,4,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1
Resort Hotel,0,62,2017,August,31,2,0,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,230.0,0,2
City Hotel,0,77,2017,August,33,13,2,1,2,1.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,175.0,0,0
City Hotel,0,255,2017,March,13,30,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.66,0,2
City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,91.0,0,0
City Hotel,0,1,2015,December,49,4,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,80.27,0,0
City Hotel,1,183,2016,October,42,11,0,1,1,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0
Resort Hotel,0,70,2017,April,15,9,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,63.32,1,1
City Hotel,0,116,2017,March,12,24,0,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,90.0,0,0
Resort Hotel,0,48,2017,March,12,23,2,5,2,0.0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,464.0,,0,Transient,66.0,0,0
City Hotel,0,12,2017,January,5,30,1,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,105.0,0,0
City Hotel,0,26,2016,November,46,7,1,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,153.23,0,1
City Hotel,0,108,2017,May,21,22,1,4,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,183.6,0,0
City Hotel,1,69,2016,November,46,10,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,104.18,0,2
City Hotel,0,51,2017,March,9,4,0,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,1
City Hotel,0,45,2016,June,25,17,1,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1
City Hotel,0,82,2016,May,21,16,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,116.1,0,1
City Hotel,1,38,2017,April,15,10,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0
City Hotel,0,35,2016,August,32,4,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,85.0,0,2
City Hotel,1,67,2017,June,24,11,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,0
City Hotel,1,53,2017,January,4,22,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,,0,Transient,93.6,0,2
City Hotel,0,112,2016,June,23,2,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,0
City Hotel,0,84,2017,May,20,14,2,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.5,0,0
Resort Hotel,0,73,2016,June,25,15,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240.0,,0,Transient,116.0,0,0
City Hotel,1,55,2016,April,15,6,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,155.0,,0,Transient,118.33,0,1
City Hotel,0,8,2016,August,34,16,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,2
City Hotel,0,7,2016,November,46,7,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,215.0,0,1
City Hotel,0,159,2016,August,32,4,1,3,3,0.0,0,BB,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,115.25,0,1
City Hotel,1,127,2017,May,21,27,1,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,230.0,0,0
City Hotel,0,12,2016,February,8,14,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,87.0,0,1
City Hotel,0,150,2015,August,33,14,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1
City Hotel,0,0,2016,August,33,9,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,158.0,0,0
City Hotel,1,41,2017,February,8,20,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,110.5,0,2
City Hotel,1,225,2017,April,15,15,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0
City Hotel,1,99,2016,May,22,23,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.6,0,0
City Hotel,0,3,2016,August,34,17,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,125.0,0,0
City Hotel,0,109,2016,May,22,22,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,90.95,0,0
City Hotel,1,179,2016,September,40,30,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,0
Resort Hotel,0,58,2016,November,47,17,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,52.4,0,0
City Hotel,1,97,2016,March,11,12,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0
City Hotel,1,183,2017,July,29,18,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.9,0,0
City Hotel,0,79,2016,April,16,12,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
City Hotel,0,30,2016,April,16,15,0,1,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,130.5,0,2
City Hotel,0,115,2017,August,34,20,2,1,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,,0,Transient-Party,125.0,0,0
Resort Hotel,0,1,2017,March,9,4,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,I,2,No Deposit,240.0,,0,Transient,65.0,0,2
City Hotel,0,14,2017,March,10,8,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.55,0,1
City Hotel,0,110,2015,December,50,9,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0
City Hotel,0,181,2016,October,42,11,0,2,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,234.0,,0,Transient-Party,120.0,0,0
City Hotel,0,288,2016,May,19,5,0,3,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,236,Transient-Party,81.67,0,0
City Hotel,0,322,2017,February,6,5,2,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.65,0,1
City Hotel,0,9,2017,February,9,28,0,1,3,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,153.0,0,0
City Hotel,0,112,2016,March,13,25,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,58.0,0,1
City Hotel,0,77,2016,April,16,11,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
City Hotel,0,10,2015,August,33,14,2,6,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,75.0,0,1
Resort Hotel,0,44,2015,December,52,23,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,73.4,0,0
City Hotel,0,124,2016,April,15,5,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,71.0,0,0
City Hotel,0,98,2017,April,15,14,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,90.1,0,0
City Hotel,0,9,2016,August,33,12,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.33,0,0
Resort Hotel,0,19,2016,November,46,10,2,5,1,0.0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,464.0,,0,Transient,47.0,0,0
Resort Hotel,0,36,2016,May,22,23,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,75.0,1,1
City Hotel,1,45,2017,June,23,10,2,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,120.0,0,0
Resort Hotel,0,243,2016,September,39,18,2,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,110.0,0,2
Resort Hotel,0,189,2017,August,32,12,4,8,2,0.0,0,BB,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,172.0,1,1
City Hotel,0,38,2016,May,20,13,1,2,0,2.0,0,BB,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,127.39,0,0
Resort Hotel,0,31,2017,March,12,20,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,1
City Hotel,0,43,2015,November,45,4,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0
City Hotel,1,100,2017,July,27,2,2,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,162.67,0,1
City Hotel,0,117,2017,August,32,11,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,145.0,0,2
City Hotel,0,30,2017,March,12,24,0,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,E,1,No Deposit,171.0,,0,Transient-Party,90.0,0,0
City Hotel,0,61,2016,November,46,8,0,2,1,0.0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,179.38,0,0
City Hotel,0,115,2017,April,13,1,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1
Resort Hotel,0,3,2017,March,10,9,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,1
City Hotel,0,56,2015,November,47,19,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,1
City Hotel,0,111,2017,May,18,2,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,126.0,0,1
Resort Hotel,0,177,2017,August,31,5,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,218.0,0,3
City Hotel,0,189,2016,May,21,19,0,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1
City Hotel,0,15,2016,May,23,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.73,0,0
City Hotel,1,32,2017,February,6,6,1,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,1
City Hotel,1,19,2017,January,2,12,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,1
City Hotel,0,152,2017,June,25,21,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
