hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,141,2017,June,24,16,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient-Party,89.1,0,0
Resort Hotel,0,98,2016,September,40,28,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,109.0,1,2
City Hotel,1,319,2017,August,33,16,2,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.39,0,1
City Hotel,0,21,2017,March,11,16,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0
City Hotel,0,52,2016,May,22,27,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,138.0,,0,Transient,85.0,0,0
City Hotel,1,18,2016,January,5,26,0,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.9,0,0
Resort Hotel,0,211,2017,March,10,8,8,20,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75.0,,0,Transient,57.8,0,1
City Hotel,1,109,2016,May,22,23,1,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0
City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0
City Hotel,0,0,2015,December,50,11,0,1,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0.0,0,0
City Hotel,0,208,2017,May,21,24,0,2,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,91.5,0,0
Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,87.0,0,0
City Hotel,0,85,2016,October,41,6,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1
City Hotel,0,65,2016,March,11,10,0,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,1,0
City Hotel,0,208,2017,May,21,24,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0
Resort Hotel,0,234,2016,September,37,9,2,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,119.34,0,1
City Hotel,0,238,2016,September,39,21,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,1
City Hotel,0,154,2017,July,29,17,1,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.54,0,0
City Hotel,0,92,2016,March,12,18,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,72.49,0,1
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
City Hotel,0,162,2017,June,26,25,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,95.49,0,0
City Hotel,0,6,2016,May,20,9,1,2,1,0.0,0,SC,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0
City Hotel,0,71,2016,May,20,10,0,3,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,205.0,,0,Transient-Party,98.0,0,0
City Hotel,0,71,2016,February,8,15,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,63.49,0,1
City Hotel,0,23,2015,September,36,4,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.0,0,0
City Hotel,0,237,2017,July,26,1,1,1,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
City Hotel,0,11,2016,September,37,5,1,0,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,292.0,0,Transient-Party,112.88,0,0
City Hotel,0,193,2016,September,40,30,1,2,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0
City Hotel,0,53,2016,September,39,18,2,0,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,94.5,1,0
City Hotel,0,28,2016,October,41,7,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.5,0,2
Resort Hotel,0,183,2016,April,16,16,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0
City Hotel,0,139,2016,May,21,16,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient,87.34,0,1
City Hotel,0,61,2016,August,36,29,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0
City Hotel,0,102,2015,October,42,16,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,87.0,0,0
City Hotel,0,6,2016,December,50,6,0,2,1,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,79.2,0,0
Resort Hotel,0,1,2016,November,47,13,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,50.05,1,1
City Hotel,0,359,2016,October,42,14,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,21.0,,0,Transient-Party,78.0,0,1
City Hotel,0,15,2015,August,34,18,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,75.0,0,0
City Hotel,0,336,2016,September,39,21,1,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0
City Hotel,0,184,2015,October,42,17,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,7.0,,0,Transient-Party,65.29,0,1
City Hotel,0,189,2017,April,14,6,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.4,0,0
City Hotel,0,255,2017,August,33,17,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.2,0,2
City Hotel,0,2,2016,April,17,17,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,1
City Hotel,0,165,2016,July,30,21,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,2
City Hotel,0,274,2017,July,28,12,0,1,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,15.0,0,2
City Hotel,0,203,2016,December,53,29,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.85,0,2
City Hotel,0,210,2017,May,18,1,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
City Hotel,1,61,2016,May,20,11,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.28,0,0
City Hotel,0,423,2017,July,29,22,1,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,2
City Hotel,0,336,2016,September,39,21,1,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0
City Hotel,0,213,2016,December,53,27,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0
City Hotel,0,32,2015,October,41,5,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,63.75,0,0
City Hotel,0,71,2017,February,6,11,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,2
City Hotel,0,386,2016,October,44,23,2,0,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,1,127,2017,August,35,29,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient,195.0,0,1
City Hotel,1,102,2017,July,27,2,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0
City Hotel,0,39,2017,February,7,14,0,1,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,88.0,0,1
City Hotel,0,219,2016,August,36,30,0,2,3,0.0,0,BB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,152.99,0,1
City Hotel,0,34,2016,September,40,26,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
City Hotel,0,91,2017,April,14,2,2,2,3,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,9.0,,0,Transient,178.5,0,4
City Hotel,0,1,2017,August,33,13,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,2
City Hotel,0,193,2016,September,40,30,1,2,2,0.0,0,BB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0
City Hotel,1,170,2017,May,19,8,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0
City Hotel,0,36,2017,June,23,7,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,2
Resort Hotel,0,238,2017,May,21,21,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,88.0,1,1
City Hotel,1,138,2016,April,17,20,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
City Hotel,0,414,2017,July,28,13,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
City Hotel,0,45,2017,June,26,28,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0
City Hotel,1,205,2017,April,15,15,2,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.2,0,1
Resort Hotel,0,117,2015,September,40,28,1,5,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,,0,Contract,37.0,0,0
Resort Hotel,0,7,2016,February,8,17,0,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,43.0,0,1
City Hotel,0,0,2015,October,42,12,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.0,0,0
City Hotel,0,349,2016,October,41,4,1,5,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,58.0,,162,Transient-Party,96.67,0,0
City Hotel,0,46,2016,October,44,25,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,119.5,0,2
City Hotel,0,6,2016,May,22,23,1,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,1
City Hotel,0,184,2016,June,24,6,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,115.32,0,1
City Hotel,0,28,2016,May,21,20,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,2
City Hotel,0,1,2017,February,9,28,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0
Resort Hotel,0,24,2016,January,5,28,2,5,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,25.0,0,0
City Hotel,0,3,2017,February,5,2,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,68.0,0,0
City Hotel,0,219,2017,June,25,20,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,2
City Hotel,1,24,2017,July,28,15,0,1,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,2
City Hotel,0,35,2017,May,19,10,0,4,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39.0,,0,Transient-Party,140.0,0,0
City Hotel,0,33,2015,November,45,7,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,27.0,,0,Transient,41.43,0,0
City Hotel,0,34,2016,March,10,3,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,27.0,,0,Transient,48.4,0,0
Resort Hotel,0,70,2016,October,42,13,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,251.0,,0,Transient,88.3,0,0
City Hotel,0,28,2016,January,6,31,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1
City Hotel,1,278,2017,August,33,18,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1
City Hotel,0,65,2017,January,2,12,0,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,366.0,0,Transient-Party,65.0,0,0
City Hotel,1,12,2016,July,30,20,0,1,1,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0
City Hotel,0,208,2017,May,21,24,0,2,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,91.5,0,0
City Hotel,0,128,2016,July,28,8,2,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.05,0,2
City Hotel,0,33,2016,September,38,15,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,117.33,1,2
City Hotel,0,155,2017,June,24,12,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,182.75,0,0
City Hotel,1,260,2017,March,10,10,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0
City Hotel,0,5,2017,May,19,13,2,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,1
City Hotel,0,87,2016,July,29,11,3,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,72.25,0,0
City Hotel,0,17,2016,November,46,12,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.4,0,1
City Hotel,0,33,2016,March,10,5,4,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,64.46,0,1
City Hotel,0,414,2017,July,28,13,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
City Hotel,0,2,2017,April,15,10,1,4,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.0,0,2
City Hotel,0,162,2017,May,21,23,0,5,1,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1
Resort Hotel,1,55,2017,February,7,14,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,3
City Hotel,0,155,2016,September,37,8,0,1,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,143.1,0,2
City Hotel,0,0,2016,April,18,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,84.14,0,1
City Hotel,1,57,2016,May,20,13,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,0
City Hotel,0,7,2016,December,52,19,1,0,1,0.0,0,BB,Direct,Direct,0,0,0,A,D,2,No Deposit,14.0,,0,Transient,88.0,0,1
City Hotel,0,73,2017,August,31,2,2,6,2,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,145.0,0,0
City Hotel,0,31,2017,March,10,11,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,1
Resort Hotel,0,339,2017,March,10,11,2,5,2,0.0,0,HB,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298.0,,0,Transient-Party,64.0,0,0
Resort Hotel,0,197,2016,April,18,30,1,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0
City Hotel,0,4,2015,September,37,8,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,124.0,0,1
City Hotel,0,269,2017,March,12,23,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,72.0,0,0
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,109.0,0,0
City Hotel,1,94,2017,April,16,18,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.8,0,0
City Hotel,0,248,2017,April,15,9,2,0,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,80.0,0,1
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
City Hotel,0,7,2016,February,9,21,1,0,1,0.0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.0,0,1
City Hotel,1,97,2016,September,37,9,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0
City Hotel,0,219,2015,September,36,4,0,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,6.0,,0,Transient-Party,108.0,0,0
City Hotel,0,69,2016,September,37,5,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1
City Hotel,0,34,2016,October,41,7,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,2
City Hotel,0,256,2016,June,27,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.2,0,0
City Hotel,0,170,2016,April,15,8,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0
Resort Hotel,0,1,2017,May,18,6,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.67,0,1
City Hotel,0,57,2017,April,16,18,0,3,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1
City Hotel,0,150,2016,July,28,8,1,2,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,96.9,0,0
City Hotel,0,267,2016,October,44,25,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0
Resort Hotel,0,292,2016,September,37,4,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,143.43,1,2
City Hotel,0,281,2016,October,41,3,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,168.3,0,0
City Hotel,0,88,2016,October,44,29,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.68,0,1
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,1,41,2017,June,24,11,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1
City Hotel,0,94,2017,July,30,28,3,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,116.0,0,0
